Serial Number:20714140 --
2020-07-29 16:57:00,17.83, , , , 
2020-07-29 16:58:00,17.84, , , , 
2020-07-29 16:59:00,17.81, , , , 
2020-07-29 17:00:00,17.83, , , , 
2020-07-29 17:01:00,17.81, , , , 
2020-07-29 17:02:00,17.81, , , , 
2020-07-29 17:03:00,17.83, , , , 
2020-07-29 17:04:00,17.83, , , , 
2020-07-29 17:05:00,17.84, , , , 
2020-07-29 17:06:00,17.88, , , , 
2020-07-29 17:07:00,17.85, , , , 
2020-07-29 17:08:00,17.85, , , , 
2020-07-29 17:09:00,17.87, , , , 
2020-07-29 17:10:00,17.85, , , , 
2020-07-29 17:11:00,17.85, , , , 
2020-07-29 17:12:00,17.87, , , , 
2020-07-29 17:13:00,17.84, , , , 
2020-07-29 17:14:00,17.84, , , , 
2020-07-29 17:15:00,17.84, , , , 
2020-07-29 17:16:00,17.85, , , , 
2020-07-29 17:17:00,17.89, , , , 
2020-07-29 17:18:00,17.88, , , , 
2020-07-29 17:19:00,17.87, , , , 
2020-07-29 17:20:00,17.89, , , , 
2020-07-29 17:21:00,17.85, , , , 
2020-07-29 17:22:00,17.84, , , , 
2020-07-29 17:23:00,17.85, , , , 
2020-07-29 17:24:00,17.84, , , , 
2020-07-29 17:25:00,17.83, , , , 
2020-07-29 17:26:00,17.85, , , , 
2020-07-29 17:27:00,17.85, , , , 
2020-07-29 17:28:00,17.84, , , , 
2020-07-29 17:29:00,17.90, , , , 
2020-07-29 17:30:00,17.91, , , , 
2020-07-29 17:31:00,17.91, , , , 
2020-07-29 17:32:00,17.92, , , , 
2020-07-29 17:33:00,17.92, , , , 
2020-07-29 17:34:00,17.91, , , , 
2020-07-29 17:35:00,17.91, , , , 
2020-07-29 17:36:00,17.92, , , , 
2020-07-29 17:37:00,17.89, , , , 
2020-07-29 17:38:00,17.90, , , , 
2020-07-29 17:39:00,17.89, , , , 
2020-07-29 17:40:00,17.92, , , , 
2020-07-29 17:41:00,17.92, , , , 
2020-07-29 17:42:00,17.92, , , , 
2020-07-29 17:43:00,17.92, , , , 
2020-07-29 17:44:00,17.92, , , , 
2020-07-29 17:45:00,17.93, , , , 
2020-07-29 17:46:00,17.94, , , , 
2020-07-29 17:47:00,17.91, , , , 
2020-07-29 17:48:00,17.91, , , , 
2020-07-29 17:49:00,17.90, , , , 
2020-07-29 17:50:00,17.91, , , , 
2020-07-29 17:51:00,17.91, , , , 
2020-07-29 17:52:00,17.91, , , , 
2020-07-29 17:53:00,17.93, , , , 
2020-07-29 17:54:00,17.94, , , , 
2020-07-29 17:55:00,17.94, , , , 
2020-07-29 17:56:00,17.93, , , , 
2020-07-29 17:57:00,17.93, , , , 
2020-07-29 17:58:00,17.92, , , , 
2020-07-29 17:59:00,17.93, , , , 
2020-07-29 18:00:00,17.91, , , , 
2020-07-29 18:01:00,17.91, , , , 
2020-07-29 18:02:00,17.91, , , , 
2020-07-29 18:03:00,17.93, , , , 
2020-07-29 18:04:00,17.94, , , , 
2020-07-29 18:05:00,17.93, , , , 
2020-07-29 18:06:00,17.93, , , , 
2020-07-29 18:07:00,17.93, , , , 
2020-07-29 18:08:00,17.94, , , , 
2020-07-29 18:09:00,17.92, , , , 
2020-07-29 18:10:00,17.93, , , , 
2020-07-29 18:11:00,17.90, , , , 
2020-07-29 18:12:00,17.92, , , , 
2020-07-29 18:13:00,17.91, , , , 
2020-07-29 18:14:00,17.90, , , , 
2020-07-29 18:15:00,17.93, , , , 
2020-07-29 18:16:00,17.93, , , , 
2020-07-29 18:17:00,17.94, , , , 
2020-07-29 18:18:00,17.93, , , , 
2020-07-29 18:19:00,17.92, , , , 
2020-07-29 18:20:00,17.94, , , , 
2020-07-29 18:21:00,17.91, , , , 
2020-07-29 18:22:00,17.90, , , , 
2020-07-29 18:23:00,17.92, , , , 
2020-07-29 18:24:00,17.90, , , , 
2020-07-29 18:25:00,17.92, , , , 
2020-07-29 18:26:00,17.93, , , , 
2020-07-29 18:27:00,17.93, , , , 
2020-07-29 18:28:00,17.94, , , , 
2020-07-29 18:29:00,17.92, , , , 
2020-07-29 18:30:00,17.92, , , , 
2020-07-29 18:31:00,17.91, , , , 
2020-07-29 18:32:00,17.90, , , , 
2020-07-29 18:33:00,17.89, , , , 
2020-07-29 18:34:00,17.92, , , , 
2020-07-29 18:35:00,17.92, , , , 
2020-07-29 18:36:00,17.92, , , , 
2020-07-29 18:37:00,17.94, , , , 
2020-07-29 18:38:00,17.93, , , , 
2020-07-29 18:39:00,17.93, , , , 
2020-07-29 18:40:00,17.94, , , , 
2020-07-29 18:41:00,17.92, , , , 
2020-07-29 18:42:00,17.91, , , , 
2020-07-29 18:43:00,17.90, , , , 
2020-07-29 18:44:00,17.90, , , , 
2020-07-29 18:45:00,17.91, , , , 
2020-07-29 18:46:00,17.92, , , , 
2020-07-29 18:47:00,17.92, , , , 
2020-07-29 18:48:00,17.92, , , , 
2020-07-29 18:49:00,17.94, , , , 
2020-07-29 18:50:00,17.90, , , , 
2020-07-29 18:51:00,17.92, , , , 
2020-07-29 18:52:00,17.91, , , , 
2020-07-29 18:53:00,17.92, , , , 
2020-07-29 18:54:00,17.90, , , , 
2020-07-29 18:55:00,17.90, , , , 
2020-07-29 18:56:00,17.92, , , , 
2020-07-29 18:57:00,17.93, , , , 
2020-07-29 18:58:00,17.94, , , , 
2020-07-29 18:59:00,17.95, , , , 
2020-07-29 19:00:00,17.93, , , , 
2020-07-29 19:01:00,17.93, , , , 
2020-07-29 19:02:00,17.93, , , , 
2020-07-29 19:03:00,17.92, , , , 
2020-07-29 19:04:00,17.92, , , , 
2020-07-29 19:05:00,17.90, , , , 
2020-07-29 19:06:00,17.90, , , , 
2020-07-29 19:07:00,17.88, , , , 
2020-07-29 19:08:00,17.88, , , , 
2020-07-29 19:09:00,17.84, , , , 
2020-07-29 19:10:00,17.84, , , , 
2020-07-29 19:11:00,17.83, , , , 
2020-07-29 19:12:00,17.82, , , , 
2020-07-29 19:13:00,17.82, , , , 
2020-07-29 19:14:00,17.80, , , , 
2020-07-29 19:15:00,17.78, , , , 
2020-07-29 19:16:00,17.76, , , , 
2020-07-29 19:17:00,17.75, , , , 
2020-07-29 19:18:00,17.75, , , , 
2020-07-29 19:19:00,17.72, , , , 
2020-07-29 19:20:00,17.74, , , , 
2020-07-29 19:21:00,17.72, , , , 
2020-07-29 19:22:00,17.68, , , , 
2020-07-29 19:23:00,17.67, , , , 
2020-07-29 19:24:00,17.66, , , , 
2020-07-29 19:25:00,17.63, , , , 
2020-07-29 19:26:00,17.64, , , , 
2020-07-29 19:27:00,17.63, , , , 
2020-07-29 19:28:00,17.62, , , , 
2020-07-29 19:29:00,17.58, , , , 
2020-07-29 19:30:00,17.60, , , , 
2020-07-29 19:31:00,17.58, , , , 
2020-07-29 19:32:00,17.56, , , , 
2020-07-29 19:33:00,17.53, , , , 
2020-07-29 19:34:00,17.54, , , , 
2020-07-29 19:35:00,17.51, , , , 
2020-07-29 19:36:00,17.52, , , , 
2020-07-29 19:37:00,17.51, , , , 
2020-07-29 19:38:00,17.48, , , , 
2020-07-29 19:39:00,17.47, , , , 
2020-07-29 19:40:00,17.46, , , , 
2020-07-29 19:41:00,17.45, , , , 
2020-07-29 19:42:00,17.44, , , , 
2020-07-29 19:43:00,17.44, , , , 
2020-07-29 19:44:00,17.40, , , , 
2020-07-29 19:45:00,17.40, , , , 
2020-07-29 19:46:00,17.38, , , , 
2020-07-29 19:47:00,17.38, , , , 
2020-07-29 19:48:00,17.37, , , , 
2020-07-29 19:49:00,17.36, , , , 
2020-07-29 19:50:00,17.34, , , , 
2020-07-29 19:51:00,17.33, , , , 
2020-07-29 19:52:00,17.32, , , , 
2020-07-29 19:53:00,17.33, , , , 
2020-07-29 19:54:00,17.30, , , , 
2020-07-29 19:55:00,17.26, , , , 
2020-07-29 19:56:00,17.26, , , , 
2020-07-29 19:57:00,17.24, , , , 
2020-07-29 19:58:00,17.22, , , , 
2020-07-29 19:59:00,17.23, , , , 
2020-07-29 20:00:00,17.21, , , , 
2020-07-29 20:01:00,17.21, , , , 
2020-07-29 20:02:00,17.21, , , , 
2020-07-29 20:03:00,17.18, , , , 
2020-07-29 20:04:00,17.18, , , , 
2020-07-29 20:05:00,17.19, , , , 
2020-07-29 20:06:00,17.16, , , , 
2020-07-29 20:07:00,17.15, , , , 
2020-07-29 20:08:00,17.15, , , , 
2020-07-29 20:09:00,17.11, , , , 
2020-07-29 20:10:00,17.14, , , , 
2020-07-29 20:11:00,17.10, , , , 
2020-07-29 20:12:00,17.10, , , , 
2020-07-29 20:13:00,17.07, , , , 
2020-07-29 20:14:00,17.07, , , , 
2020-07-29 20:15:00,17.06, , , , 
2020-07-29 20:16:00,17.04, , , , 
2020-07-29 20:17:00,17.04, , , , 
2020-07-29 20:18:00,17.03, , , , 
2020-07-29 20:19:00,17.02, , , , 
2020-07-29 20:20:00,17.02, , , , 
2020-07-29 20:21:00,17.01, , , , 
2020-07-29 20:22:00,16.99, , , , 
2020-07-29 20:23:00,16.99, , , , 
2020-07-29 20:24:00,16.98, , , , 
2020-07-29 20:25:00,16.95, , , , 
2020-07-29 20:26:00,16.93, , , , 
2020-07-29 20:27:00,16.92, , , , 
2020-07-29 20:28:00,16.93, , , , 
2020-07-29 20:29:00,16.92, , , , 
2020-07-29 20:30:00,16.91, , , , 
2020-07-29 20:31:00,16.93, , , , 
2020-07-29 20:32:00,16.88, , , , 
2020-07-29 20:33:00,16.87, , , , 
2020-07-29 20:34:00,16.88, , , , 
2020-07-29 20:35:00,16.87, , , , 
2020-07-29 20:36:00,16.86, , , , 
2020-07-29 20:37:00,16.86, , , , 
2020-07-29 20:38:00,16.82, , , , 
2020-07-29 20:39:00,16.82, , , , 
2020-07-29 20:40:00,16.80, , , , 
2020-07-29 20:41:00,16.80, , , , 
2020-07-29 20:42:00,16.79, , , , 
2020-07-29 20:43:00,16.79, , , , 
2020-07-29 20:44:00,16.78, , , , 
2020-07-29 20:45:00,16.75, , , , 
2020-07-29 20:46:00,16.77, , , , 
2020-07-29 20:47:00,16.76, , , , 
2020-07-29 20:48:00,16.75, , , , 
2020-07-29 20:49:00,16.75, , , , 
2020-07-29 20:50:00,16.75, , , , 
2020-07-29 20:51:00,16.72, , , , 
2020-07-29 20:52:00,16.71, , , , 
2020-07-29 20:53:00,16.71, , , , 
2020-07-29 20:54:00,16.69, , , , 
2020-07-29 20:55:00,16.67, , , , 
2020-07-29 20:56:00,16.69, , , , 
2020-07-29 20:57:00,16.65, , , , 
2020-07-29 20:58:00,16.65, , , , 
2020-07-29 20:59:00,16.64, , , , 
2020-07-29 21:00:00,16.64, , , , 
2020-07-29 21:01:00,16.63, , , , 
2020-07-29 21:02:00,16.60, , , , 
2020-07-29 21:03:00,16.61, , , , 
2020-07-29 21:04:00,16.62, , , , 
2020-07-29 21:05:00,16.59, , , , 
2020-07-29 21:06:00,16.59, , , , 
2020-07-29 21:07:00,16.58, , , , 
2020-07-29 21:08:00,16.58, , , , 
2020-07-29 21:09:00,16.55, , , , 
2020-07-29 21:10:00,16.56, , , , 
2020-07-29 21:11:00,16.54, , , , 
2020-07-29 21:12:00,16.55, , , , 
2020-07-29 21:13:00,16.54, , , , 
2020-07-29 21:14:00,16.51, , , , 
2020-07-29 21:15:00,16.52, , , , 
2020-07-29 21:16:00,16.50, , , , 
2020-07-29 21:17:00,16.50, , , , 
2020-07-29 21:18:00,16.49, , , , 
2020-07-29 21:19:00,16.48, , , , 
2020-07-29 21:20:00,16.47, , , , 
2020-07-29 21:21:00,16.45, , , , 
2020-07-29 21:22:00,16.44, , , , 
2020-07-29 21:23:00,16.45, , , , 
2020-07-29 21:24:00,16.42, , , , 
2020-07-29 21:25:00,16.42, , , , 
2020-07-29 21:26:00,16.43, , , , 
2020-07-29 21:27:00,16.41, , , , 
2020-07-29 21:28:00,16.41, , , , 
2020-07-29 21:29:00,16.40, , , , 
2020-07-29 21:30:00,16.39, , , , 
2020-07-29 21:31:00,16.40, , , , 
2020-07-29 21:32:00,16.39, , , , 
2020-07-29 21:33:00,16.37, , , , 
2020-07-29 21:34:00,16.37, , , , 
2020-07-29 21:35:00,16.34, , , , 
2020-07-29 21:36:00,16.34, , , , 
2020-07-29 21:37:00,16.32, , , , 
2020-07-29 21:38:00,16.33, , , , 
2020-07-29 21:39:00,16.33, , , , 
2020-07-29 21:40:00,16.33, , , , 
2020-07-29 21:41:00,16.29, , , , 
2020-07-29 21:42:00,16.32, , , , 
2020-07-29 21:43:00,16.28, , , , 
2020-07-29 21:44:00,16.29, , , , 
2020-07-29 21:45:00,16.28, , , , 
2020-07-29 21:46:00,16.28, , , , 
2020-07-29 21:47:00,16.28, , , , 
2020-07-29 21:48:00,16.24, , , , 
2020-07-29 21:49:00,16.25, , , , 
2020-07-29 21:50:00,16.24, , , , 
2020-07-29 21:51:00,16.25, , , , 
2020-07-29 21:52:00,16.21, , , , 
2020-07-29 21:53:00,16.24, , , , 
2020-07-29 21:54:00,16.21, , , , 
2020-07-29 21:55:00,16.20, , , , 
2020-07-29 21:56:00,16.19, , , , 
2020-07-29 21:57:00,16.19, , , , 
2020-07-29 21:58:00,16.19, , , , 
2020-07-29 21:59:00,16.17, , , , 
2020-07-29 22:00:00,16.18, , , , 
2020-07-29 22:01:00,16.16, , , , 
2020-07-29 22:02:00,16.15, , , , 
2020-07-29 22:03:00,16.15, , , , 
2020-07-29 22:04:00,16.15, , , , 
2020-07-29 22:05:00,16.13, , , , 
2020-07-29 22:06:00,16.14, , , , 
2020-07-29 22:07:00,16.13, , , , 
2020-07-29 22:08:00,16.12, , , , 
2020-07-29 22:09:00,16.11, , , , 
2020-07-29 22:10:00,16.12, , , , 
2020-07-29 22:11:00,16.08, , , , 
2020-07-29 22:12:00,16.08, , , , 
2020-07-29 22:13:00,16.07, , , , 
2020-07-29 22:14:00,16.08, , , , 
2020-07-29 22:15:00,16.07, , , , 
2020-07-29 22:16:00,16.04, , , , 
2020-07-29 22:17:00,16.05, , , , 
2020-07-29 22:18:00,16.07, , , , 
2020-07-29 22:19:00,16.04, , , , 
2020-07-29 22:20:00,16.03, , , , 
2020-07-29 22:21:00,16.01, , , , 
2020-07-29 22:22:00,16.01, , , , 
2020-07-29 22:23:00,16.00, , , , 
2020-07-29 22:24:00,16.01, , , , 
2020-07-29 22:25:00,16.01, , , , 
2020-07-29 22:26:00,15.99, , , , 
2020-07-29 22:27:00,16.00, , , , 
2020-07-29 22:28:00,15.99, , , , 
2020-07-29 22:29:00,15.98, , , , 
2020-07-29 22:30:00,15.98, , , , 
2020-07-29 22:31:00,15.95, , , , 
2020-07-29 22:32:00,15.95, , , , 
2020-07-29 22:33:00,15.95, , , , 
2020-07-29 22:34:00,15.93, , , , 
2020-07-29 22:35:00,15.92, , , , 
2020-07-29 22:36:00,15.93, , , , 
2020-07-29 22:37:00,15.92, , , , 
2020-07-29 22:38:00,15.93, , , , 
2020-07-29 22:39:00,15.91, , , , 
2020-07-29 22:40:00,15.90, , , , 
2020-07-29 22:41:00,15.89, , , , 
2020-07-29 22:42:00,15.89, , , , 
2020-07-29 22:43:00,15.90, , , , 
2020-07-29 22:44:00,15.87, , , , 
2020-07-29 22:45:00,15.86, , , , 
2020-07-29 22:46:00,15.89, , , , 
2020-07-29 22:47:00,15.85, , , , 
2020-07-29 22:48:00,15.86, , , , 
2020-07-29 22:49:00,15.86, , , , 
2020-07-29 22:50:00,15.85, , , , 
2020-07-29 22:51:00,15.84, , , , 
2020-07-29 22:52:00,15.84, , , , 
2020-07-29 22:53:00,15.84, , , , 
2020-07-29 22:54:00,15.82, , , , 
2020-07-29 22:55:00,15.82, , , , 
2020-07-29 22:56:00,15.82, , , , 
2020-07-29 22:57:00,15.80, , , , 
2020-07-29 22:58:00,15.78, , , , 
2020-07-29 22:59:00,15.82, , , , 
2020-07-29 23:00:00,15.77, , , , 
2020-07-29 23:01:00,15.77, , , , 
2020-07-29 23:02:00,15.77, , , , 
2020-07-29 23:03:00,15.77, , , , 
2020-07-29 23:04:00,15.77, , , , 
2020-07-29 23:05:00,15.75, , , , 
2020-07-29 23:06:00,15.76, , , , 
2020-07-29 23:07:00,15.74, , , , 
2020-07-29 23:08:00,15.74, , , , 
2020-07-29 23:09:00,15.72, , , , 
2020-07-29 23:10:00,15.73, , , , 
2020-07-29 23:11:00,15.74, , , , 
2020-07-29 23:12:00,15.73, , , , 
2020-07-29 23:13:00,15.72, , , , 
2020-07-29 23:14:00,15.71, , , , 
2020-07-29 23:15:00,15.71, , , , 
2020-07-29 23:16:00,15.71, , , , 
2020-07-29 23:17:00,15.69, , , , 
2020-07-29 23:18:00,15.70, , , , 
2020-07-29 23:19:00,15.68, , , , 
2020-07-29 23:20:00,15.68, , , , 
2020-07-29 23:21:00,15.67, , , , 
2020-07-29 23:22:00,15.67, , , , 
2020-07-29 23:23:00,15.68, , , , 
2020-07-29 23:24:00,15.66, , , , 
2020-07-29 23:25:00,15.65, , , , 
2020-07-29 23:26:00,15.63, , , , 
2020-07-29 23:27:00,15.63, , , , 
2020-07-29 23:28:00,15.65, , , , 
2020-07-29 23:29:00,15.63, , , , 
2020-07-29 23:30:00,15.63, , , , 
2020-07-29 23:31:00,15.63, , , , 
2020-07-29 23:32:00,15.61, , , , 
2020-07-29 23:33:00,15.60, , , , 
2020-07-29 23:34:00,15.60, , , , 
2020-07-29 23:35:00,15.61, , , , 
2020-07-29 23:36:00,15.61, , , , 
2020-07-29 23:37:00,15.66, , , , 
2020-07-29 23:38:00,15.62, , , , 
2020-07-29 23:39:00,15.63, , , , 
2020-07-29 23:40:00,15.66, , , , 
2020-07-29 23:41:00,15.62, , , , 
2020-07-29 23:42:00,15.63, , , , 
2020-07-29 23:43:00,15.63, , , , 
2020-07-29 23:44:00,15.63, , , , 
2020-07-29 23:45:00,15.61, , , , 
2020-07-29 23:46:00,15.63, , , , 
2020-07-29 23:47:00,15.62, , , , 
2020-07-29 23:48:00,15.61, , , , 
2020-07-29 23:49:00,15.61, , , , 
2020-07-29 23:50:00,15.61, , , , 
2020-07-29 23:51:00,15.61, , , , 
2020-07-29 23:52:00,15.59, , , , 
2020-07-29 23:53:00,15.60, , , , 
2020-07-29 23:54:00,15.62, , , , 
2020-07-29 23:55:00,15.65, , , , 
2020-07-29 23:56:00,15.62, , , , 
2020-07-29 23:57:00,15.65, , , , 
2020-07-29 23:58:00,15.65, , , , 
2020-07-29 23:59:00,15.63, , , , 
2020-07-30 00:00:00,15.66, , , , 
2020-07-30 00:01:00,15.63, , , , 
2020-07-30 00:02:00,15.62, , , , 
2020-07-30 00:03:00,15.62, , , , 
2020-07-30 00:04:00,15.62, , , , 
2020-07-30 00:05:00,15.62, , , , 
2020-07-30 00:06:00,15.61, , , , 
2020-07-30 00:07:00,15.63, , , , 
2020-07-30 00:08:00,15.62, , , , 
2020-07-30 00:09:00,15.61, , , , 
2020-07-30 00:10:00,15.62, , , , 
2020-07-30 00:11:00,15.61, , , , 
2020-07-30 00:12:00,15.62, , , , 
2020-07-30 00:13:00,15.59, , , , 
2020-07-30 00:14:00,15.57, , , , 
2020-07-30 00:15:00,15.59, , , , 
2020-07-30 00:16:00,15.58, , , , 
2020-07-30 00:17:00,15.57, , , , 
2020-07-30 00:18:00,15.57, , , , 
2020-07-30 00:19:00,15.56, , , , 
2020-07-30 00:20:00,15.55, , , , 
2020-07-30 00:21:00,15.57, , , , 
2020-07-30 00:22:00,15.56, , , , 
2020-07-30 00:23:00,15.54, , , , 
2020-07-30 00:24:00,15.54, , , , 
2020-07-30 00:25:00,15.54, , , , 
2020-07-30 00:26:00,15.56, , , , 
2020-07-30 00:27:00,15.57, , , , 
2020-07-30 00:28:00,15.55, , , , 
2020-07-30 00:29:00,15.57, , , , 
2020-07-30 00:30:00,15.56, , , , 
2020-07-30 00:31:00,15.58, , , , 
2020-07-30 00:32:00,15.57, , , , 
2020-07-30 00:33:00,15.57, , , , 
2020-07-30 00:34:00,15.57, , , , 
2020-07-30 00:35:00,15.58, , , , 
2020-07-30 00:36:00,15.57, , , , 
2020-07-30 00:37:00,15.57, , , , 
2020-07-30 00:38:00,15.56, , , , 
2020-07-30 00:39:00,15.55, , , , 
2020-07-30 00:40:00,15.56, , , , 
2020-07-30 00:41:00,15.54, , , , 
2020-07-30 00:42:00,15.55, , , , 
2020-07-30 00:43:00,15.56, , , , 
2020-07-30 00:44:00,15.52, , , , 
2020-07-30 00:45:00,15.54, , , , 
2020-07-30 00:46:00,15.54, , , , 
2020-07-30 00:47:00,15.56, , , , 
2020-07-30 00:48:00,15.56, , , , 
2020-07-30 00:49:00,15.58, , , , 
2020-07-30 00:50:00,15.57, , , , 
2020-07-30 00:51:00,15.57, , , , 
2020-07-30 00:52:00,15.58, , , , 
2020-07-30 00:53:00,15.57, , , , 
2020-07-30 00:54:00,15.57, , , , 
2020-07-30 00:55:00,15.55, , , , 
2020-07-30 00:56:00,15.57, , , , 
2020-07-30 00:57:00,15.56, , , , 
2020-07-30 00:58:00,15.55, , , , 
2020-07-30 00:59:00,15.55, , , , 
2020-07-30 01:00:00,15.56, , , , 
2020-07-30 01:01:00,15.56, , , , 
2020-07-30 01:02:00,15.56, , , , 
2020-07-30 01:03:00,15.55, , , , 
2020-07-30 01:04:00,15.55, , , , 
2020-07-30 01:05:00,15.54, , , , 
2020-07-30 01:06:00,15.54, , , , 
2020-07-30 01:07:00,15.53, , , , 
2020-07-30 01:08:00,15.57, , , , 
2020-07-30 01:09:00,15.59, , , , 
2020-07-30 01:10:00,15.60, , , , 
2020-07-30 01:11:00,15.60, , , , 
2020-07-30 01:12:00,15.63, , , , 
2020-07-30 01:13:00,15.63, , , , 
2020-07-30 01:14:00,15.63, , , , 
2020-07-30 01:15:00,15.63, , , , 
2020-07-30 01:16:00,15.65, , , , 
2020-07-30 01:17:00,15.65, , , , 
2020-07-30 01:18:00,15.65, , , , 
2020-07-30 01:19:00,15.63, , , , 
2020-07-30 01:20:00,15.62, , , , 
2020-07-30 01:21:00,15.65, , , , 
2020-07-30 01:22:00,15.63, , , , 
2020-07-30 01:23:00,15.63, , , , 
2020-07-30 01:24:00,15.65, , , , 
2020-07-30 01:25:00,15.63, , , , 
2020-07-30 01:26:00,15.62, , , , 
2020-07-30 01:27:00,15.63, , , , 
2020-07-30 01:28:00,15.63, , , , 
2020-07-30 01:29:00,15.63, , , , 
2020-07-30 01:30:00,15.59, , , , 
2020-07-30 01:31:00,15.56, , , , 
2020-07-30 01:32:00,15.59, , , , 
2020-07-30 01:33:00,15.59, , , , 
2020-07-30 01:34:00,15.58, , , , 
2020-07-30 01:35:00,15.57, , , , 
2020-07-30 01:36:00,15.57, , , , 
2020-07-30 01:37:00,15.57, , , , 
2020-07-30 01:38:00,15.56, , , , 
2020-07-30 01:39:00,15.57, , , , 
2020-07-30 01:40:00,15.55, , , , 
2020-07-30 01:41:00,15.56, , , , 
2020-07-30 01:42:00,15.55, , , , 
2020-07-30 01:43:00,15.54, , , , 
2020-07-30 01:44:00,15.54, , , , 
2020-07-30 01:45:00,15.57, , , , 
2020-07-30 01:46:00,15.56, , , , 
2020-07-30 01:47:00,15.57, , , , 
2020-07-30 01:48:00,15.56, , , , 
2020-07-30 01:49:00,15.57, , , , 
2020-07-30 01:50:00,15.57, , , , 
2020-07-30 01:51:00,15.57, , , , 
2020-07-30 01:52:00,15.58, , , , 
2020-07-30 01:53:00,15.57, , , , 
2020-07-30 01:54:00,15.55, , , , 
2020-07-30 01:55:00,15.55, , , , 
2020-07-30 01:56:00,15.55, , , , 
2020-07-30 01:57:00,15.55, , , , 
2020-07-30 01:58:00,15.54, , , , 
2020-07-30 01:59:00,15.56, , , , 
2020-07-30 02:00:00,15.56, , , , 
2020-07-30 02:01:00,15.53, , , , 
2020-07-30 02:02:00,15.53, , , , 
2020-07-30 02:03:00,15.57, , , , 
2020-07-30 02:04:00,15.54, , , , 
2020-07-30 02:05:00,15.58, , , , 
2020-07-30 02:06:00,15.58, , , , 
2020-07-30 02:07:00,15.56, , , , 
2020-07-30 02:08:00,15.56, , , , 
2020-07-30 02:09:00,15.57, , , , 
2020-07-30 02:10:00,15.56, , , , 
2020-07-30 02:11:00,15.57, , , , 
2020-07-30 02:12:00,15.57, , , , 
2020-07-30 02:13:00,15.57, , , , 
2020-07-30 02:14:00,15.56, , , , 
2020-07-30 02:15:00,15.56, , , , 
2020-07-30 02:16:00,15.54, , , , 
2020-07-30 02:17:00,15.54, , , , 
2020-07-30 02:18:00,15.53, , , , 
2020-07-30 02:19:00,15.55, , , , 
2020-07-30 02:20:00,15.55, , , , 
2020-07-30 02:21:00,15.56, , , , 
2020-07-30 02:22:00,15.56, , , , 
2020-07-30 02:23:00,15.56, , , , 
2020-07-30 02:24:00,15.57, , , , 
2020-07-30 02:25:00,15.56, , , , 
2020-07-30 02:26:00,15.56, , , , 
2020-07-30 02:27:00,15.55, , , , 
2020-07-30 02:28:00,15.57, , , , 
2020-07-30 02:29:00,15.57, , , , 
2020-07-30 02:30:00,15.55, , , , 
2020-07-30 02:31:00,15.55, , , , 
2020-07-30 02:32:00,15.54, , , , 
2020-07-30 02:33:00,15.56, , , , 
2020-07-30 02:34:00,15.57, , , , 
2020-07-30 02:35:00,15.55, , , , 
2020-07-30 02:36:00,15.53, , , , 
2020-07-30 02:37:00,15.54, , , , 
2020-07-30 02:38:00,15.55, , , , 
2020-07-30 02:39:00,15.55, , , , 
2020-07-30 02:40:00,15.55, , , , 
2020-07-30 02:41:00,15.57, , , , 
2020-07-30 02:42:00,15.57, , , , 
2020-07-30 02:43:00,15.58, , , , 
2020-07-30 02:44:00,15.57, , , , 
2020-07-30 02:45:00,15.57, , , , 
2020-07-30 02:46:00,15.56, , , , 
2020-07-30 02:47:00,15.54, , , , 
2020-07-30 02:48:00,15.54, , , , 
2020-07-30 02:49:00,15.57, , , , 
2020-07-30 02:50:00,15.56, , , , 
2020-07-30 02:51:00,15.56, , , , 
2020-07-30 02:52:00,15.53, , , , 
2020-07-30 02:53:00,15.54, , , , 
2020-07-30 02:54:00,15.53, , , , 
2020-07-30 02:55:00,15.54, , , , 
2020-07-30 02:56:00,15.54, , , , 
2020-07-30 02:57:00,15.55, , , , 
2020-07-30 02:58:00,15.57, , , , 
